@relation parkinsons
@attribute f1 real [-1.59206, 2.55801]
@attribute f2 real [-1.03791, 4.31652]
@attribute f3 real [-1.16836, 2.82264]
@attribute f4 real [-0.936538, 5.55668]
@attribute f5 real [-1.06137, 6.20417]
@attribute f6 real [-0.884976, 6.11016]
@attribute f7 real [-0.915687, 5.84769]
@attribute f8 real [-0.885055, 6.11119]
@attribute f9 real [-1.06959, 4.73942]
@attribute f10 real [-1.01218, 5.23277]
@attribute f11 real [-1.09465, 4.01903]
@attribute f12 real [-1.01285, 5.1167]
@attribute f13 real [-0.99674, 6.70917]
@attribute f14 real [-1.095, 4.0194]
@attribute f15 real [-0.598664, 7.17427]
@attribute f16 real [-3.03789, 2.52183]
@attribute f17 real [-2.3279, 1.79539]
@attribute f18 real [-2.59899, 1.93706]
@attribute f19 real [-2.09188, 2.98142]
@attribute f20 real [-2.64054, 2.68546]
@attribute f21 real [-2.50403, 3.36816]
@attribute f22 real [-1.79776, 3.5599]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22
@outputs clase
@data
-0.827171, -0.435045, -0.949593, 0.334054, 0.747835, 0.132621, 0.758847, 0.131417, 0.74407, 0.737637, 0.606298, 1.11627, 0.33213, 0.605972, -0.0677185, -0.192729, -0.805764, 1.75629, 0.799266, 0.479243, -0.20999, 0.866655, 1
-0.813641, -0.720754, -0.0583076, 0.713581, 1.03501, 0.445987, 1.46926, 0.444782, 0.917481, 0.89158, 0.750096, 1.44562, 0.492632, 0.750428, -0.312409, -0.114777, -0.798251, 1.9331, 1.32225, 0.870451, -0.507488, 1.67803, 1
-1.13304, -0.910083, -0.275948, -0.684895, -0.400868, -0.628892, -0.589479, -0.630095, -0.744508, -0.760742, -0.726291, -0.700138, -0.679865, -0.726305, -0.529636, 1.13111, 1.33618, 0.816161, -0.443224, -0.513026, -0.828458, -0.474889, 1
-1.42963, -0.841629, -0.576696, -0.185734, 0.460659, -0.211071, -0.0457992, -0.212274, -0.0704849, -0.139838, -0.123523, -0.0522515, 0.0211553, -0.123202, -0.361891, -0.005417, 0.466622, 1.4523, 0.616871, 1.19279, 0.13314, 0.719162, 1
-1.59206, -0.927571, -0.741075, -0.241425, 0.460659, -0.258244, -0.0530483, -0.257201, -0.43905, -0.437461, -0.480063, -0.370789, -0.304571, -0.480073, -0.326264, -0.173524, 1.08331, 1.04917, 0.398664, 1.97219, 0.0665804, 0.479235, 1
-0.0334293, -0.369432, -0.930315, -0.676644, -0.688043, -0.706391, -0.709089, -0.705347, -0.606097, -0.637587, -0.494836, -0.678514, -0.685766, -0.495176, -0.464072, 0.685989, -0.228441, -1.15788, -0.385891, -0.27405, -0.669302, -0.404482, 1
-0.0285731, -0.232545, -1.09605, 0.247423, 0.173483, 0.112404, 0.316654, 0.112323, 1.35021, 1.33288, 0.890939, 1.48388, 1.982, 0.890944, 0.167075, -1.04072, 1.60458, 0.0247209, 1.59173, 1.57495, 1.89965, 1.89612, 1
0.0525817, -0.0842364, 0.608835, 0.301052, 0.173483, 0.13936, 0.197044, 0.139279, 0.543083, 0.337385, 0.152253, 0.487516, 1.12225, 0.152578, 0.217795, -1.06941, 1.45291, -0.578631, 1.03644, 1.3628, 1.24047, 1.28229, 1
0.33103, -0.0424511, -0.856053, -0.371372, -0.400868, -0.372808, -0.353884, -0.371765, 0.731873, 0.486197, 0.651605, 0.625576, 1.08449, 0.651936, -0.298059, 0.131509, 1.15954, -0.691506, 1.24145, 0.43011, 1.39747, 0.878206, 1
0.0272858, 0.330939, -0.833374, -0.643642, -0.688043, -0.578349, -0.611226, -0.579552, -0.664431, -0.622193, -0.785386, -0.645247, -0.440881, -0.785401, -0.447248, 0.922784, -0.269935, -0.756129, -1.31766, 0.638789, -0.365947, -1.08786, 1
1.03521, 0.107016, 1.74007, -0.686957, -0.975219, -0.554763, -0.640223, -0.554842, -0.993222, -0.950605, -0.988279, -0.921368, -0.947763, -0.988296, -0.530873, 1.10467, -0.734128, 0.420486, -1.52623, -0.587002, -1.66656, -1.34247, 0
1.0872, 0.135609, 1.7409, -0.785965, -0.975219, -0.662588, -0.748958, -0.662667, -1.03724, -0.991656, -1.04639, -0.953804, -0.971366, -1.04608, -0.573428, 2.04575, -0.6359, 0.432919, -1.83285, -0.637742, -0.728111, -1.53187, 0
1.1606, 0.158475, 1.85551, -0.911786, -1.00394, -0.800738, -0.861319, -0.80194, -1.06959, -1.01218, -1.08086, -0.982913, -0.99674, -1.08088, -0.596932, 2.43981, -1.25071, 0.434329, -1.84491, -0.575144, -2.18709, -1.66902, 0
2.15536, 0.58811, 2.66789, -0.849907, -1.00394, -0.746826, -0.752583, -0.746905, -0.822993, -0.801793, -0.777507, -0.740059, -0.811453, -0.77785, -0.502421, 0.786763, -0.579551, -1.49657, -1.25983, -1.61742, -0.133517, -1.27699, 0
2.14117, 0.633163, 2.56394, -0.818967, -1.00394, -0.719869, -0.745334, -0.721072, -0.78322, -0.760742, -0.708563, -0.755862, -0.822665, -0.708248, -0.496978, 0.710843, -0.647002, -1.43074, -1.20291, -1.49183, -0.0418655, -1.15231, 0
