@relation breast-cancer-wisc-diag
@attribute f1 real [-2.02786, 3.9678]
@attribute f2 real [-2.22729, 4.6478]
@attribute f3 real [-1.98276, 3.97263]
@attribute f4 real [-1.45316, 5.24591]
@attribute f5 real [-3.10935, 4.76672]
@attribute f6 real [-1.60872, 4.56441]
@attribute f7 real [-1.11389, 4.23986]
@attribute f8 real [-1.26071, 3.92448]
@attribute f9 real [-2.7417, 4.48081]
@attribute f10 real [-1.81826, 4.9066]
@attribute f11 real [-1.05899, 8.89908]
@attribute f12 real [-1.5529, 6.64943]
@attribute f13 real [-1.04313, 9.45367]
@attribute f14 real [-0.73718, 11.0321]
@attribute f15 real [-1.7745, 8.02294]
@attribute f16 real [-1.29696, 6.13808]
@attribute f17 real [-1.05657, 12.0621]
@attribute f18 real [-1.91177, 6.64375]
@attribute f19 real [-1.53154, 7.0657]
@attribute f20 real [-1.096, 9.84293]
@attribute f21 real [-1.72538, 4.09059]
@attribute f22 real [-2.22204, 3.88249]
@attribute f23 real [-1.69187, 4.28357]
@attribute f24 real [-1.22135, 5.92496]
@attribute f25 real [-2.68034, 3.9519]
@attribute f26 real [-1.44261, 5.10838]
@attribute f27 real [-1.30468, 4.69654]
@attribute f28 real [-1.74353, 2.68352]
@attribute f29 real [-2.15906, 6.04073]
@attribute f30 real [-1.60043, 6.84084]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30
@outputs clase
@data
0.52103688334562,0.022658612469073136,0.5459894314226272,0.36373257780557594,0.5937529757861472,0.7920374267186987,0.703138921316834,0.7311130353950386,0.6863638818084017,0.605517438281243,0.3561473257368145,0.12046967142263233,0.3690334197088636,0.27381199189755023,0.15929528529901688,0.35139824399061736,0.13568143721886441,0.3006256779248953,0.31164536525675685,0.183042217108986,0.6207752103260504,0.14152440892255416,0.6683106181302131,0.45069833242610524,0.6011362676863322,0.61929113004294,0.568609382758839,0.9120271964400671,0.5984616679207639,0.4188635122440107,1
0.6431435404942909,0.27257359540020565,0.6157833492013117,0.5015905192810345,0.2898799782124841,0.18176792000168474,0.20360777025449453,0.3487571332969476,0.3797974859155612,0.1413220498270596,0.15643653840553443,0.08258958125313173,0.12444030561694992,0.12566010834987357,0.11938639073063984,0.0813234360541436,0.046969471752852994,0.253836470489228,0.08453852631774848,0.091109797759013,0.6069013423384234,0.3035714461227973,0.5398179882987696,0.4352148171573861,0.34755346609893495,0.1545635087215825,0.19297076261160231,0.639175071435832,0.23358951875596815,0.2228779555682972,1
0.5333424510395853,0.3473115261036583,0.5238750107045886,0.38027517252394727,0.3791639739108464,0.2748909548316656,0.26405771655381743,0.367792887049462,0.370706568769029,0.15711821510038873,0.12138305916708761,0.0912750401410331,0.11416850849782789,0.08798711560945104,0.0884178928373126,0.08688117347048568,0.05691895596123693,0.19681807768551765,0.08172425103870544,0.04436631370709933,0.5318390569414905,0.4168443762255242,0.5119271551551015,0.34919419952395014,0.4822690373086619,0.2234481047902683,0.3022358787046634,0.6639161518392609,0.2952886598315323,0.18785236107836856,1
0.3194182125070468,0.4362530526873103,0.34420597139733916,0.18443216745010874,0.5459055087118322,0.643887298663725,0.4985944431473267,0.3988565510617739,0.5095955561155332,0.5657114051444938,0.036429247836177105,0.1787484531834247,0.061442630134898236,0.023175334429973625,0.16031514354770227,0.42890690567905476,0.13891370085534585,0.30839224266906046,0.1650248219195928,0.24868337213968825,0.25257884755251486,0.5327830316175037,0.29080097867270027,0.12595871155883245,0.6202866603138608,0.7230067516512771,0.554552241044321,0.7587626071537479,0.4003541554112971,0.5775943667244384,1
0.3643800682493671,0.3523843324232846,0.35208374262642744,0.22947997259321068,0.4156359707315958,0.1614009424716473,0.17326565491477938,0.2613814922886143,0.26565598386156614,0.19502889279479424,0.13079823700777363,0.19443973846455823,0.11487529532809998,0.07209234549607113,0.13614546248816017,0.07035819578643825,0.05045435246103454,0.21007817175344107,0.08749342812344427,0.04111873830438626,0.39630001530269243,0.502665233850927,0.3635138165557683,0.23417246103233696,0.4967971605370131,0.15504862623817162,0.2327471247513006,0.552920567872511,0.2885865369722883,0.17788253426320924,1
0.4330062078236591,0.3709842343882043,0.44440649562832996,0.2779636576420309,0.5811134233189904,0.560762530515314,0.4034667289283213,0.5109340255612619,0.5575748597094361,0.49705123972841075,0.1657430606533194,0.15753206710776085,0.1459264728298148,0.08849139454580059,0.18060954902505144,0.17092294056252552,0.08050477731355389,0.24569108598892878,0.12675160865580115,0.11218409844472907,0.463535919201784,0.5186566369564897,0.43025015731059135,0.27767421228578104,0.7114172587240509,0.38421063075962564,0.3821081380119376,0.7123705402017143,0.4220376375492544,0.388036397366747,1
0.6710670718486371,0.45079482595864195,0.645497608049179,0.5346772014622925,0.3760042762443706,0.2540333509905024,0.25702862479570393,0.4290255516191306,0.35808036264401155,0.059393057996746414,0.21010296171848564,0.16946623703264804,0.16708272997484946,0.16284768482014192,0.102491467158768,0.0776432944543674,0.04330789630351248,0.19662872624925196,0.041480754288585636,0.03773303238982241,0.7556022469166794,0.6281990587317942,0.6852432624208425,0.5971781240948126,0.4551938711506218,0.22577660781042252,0.25199626076031206,0.6903784687319998,0.24778232125456873,0.13262471168437925,1
0.501158838226317,0.180588617749004,0.4920880076703625,0.3442627110927337,0.4138303747935201,0.29544185850613874,0.23137258930656085,0.39527809009891635,0.3429288432968594,0.24283866132529155,0.17700508231012638,0.10217048082678945,0.1836685466046795,0.10141639930395062,0.13305200133912531,0.2108784888850631,0.08603507062834875,0.2564885594329743,0.15995924273371456,0.09836488577950495,0.429740008975287,0.19989417694728337,0.42078759053726583,0.25604612730206217,0.3587798390890559,0.2463449035947238,0.19880141037988944,0.5003433437616471,0.23477223197179445,0.1584019940127493,1
0.22996767661942139,0.30402438368079543,0.23592040151862428,0.12602286586048508,0.526045350028631,0.4055577964500991,0.2853790333878123,0.2575544579851461,0.6267668719046426,0.590354297338532,0.13434701704245905,0.14802891373548735,0.1280684589589208,0.06387413673563719,0.13046846931443315,0.2394932643267554,0.10618652653050957,0.19776530240125673,0.20892646942507132,0.16486987301317405,0.3162573053162241,0.4291044519397889,0.3435924383811067,0.17290128751761397,0.6110409152865397,0.533817026128875,0.5555903632927972,0.5312711625122825,0.6300015000384156,0.5585723475259056,1
0.4330062078236591,0.2762936921553027,0.43680497834734583,0.281526689525561,0.46375362331721276,0.4187472157560265,0.3172441746439412,0.38528790651837247,0.4737369695576746,0.31992383484563247,0.0805719381366068,0.07193712030605937,0.06719114396768537,0.05272353109111177,0.08403266567593166,0.19848622199746063,0.06727252076620573,0.1717565969105326,0.1287215431929317,0.10095599295360697,0.436855073186416,0.40618344082181584,0.4098307404977709,0.26440246784704274,0.48491052796641854,0.5366303413682512,0.42124601331062683,0.6405484464824205,0.5332148750150919,0.4477240983880387,1
